Charging Station ID,ds,y
Station_10,03-04-2024 15:00,0.062443815
Station_10,03-04-2024 16:00,0.062443815
Station_10,03-04-2024 17:00,0.062443815
Station_10,03-04-2024 18:00,0.062443815
Station_10,03-04-2024 19:00,0.062443815
Station_10,03-04-2024 20:00,0.062443815
Station_10,03-04-2024 21:00,0.062443815
Station_10,03-04-2024 22:00,0.062443815
Station_10,03-04-2024 23:00,0.062443815
Station_10,04-04-2024 00:00,0.062443815
Station_10,04-04-2024 01:00,0.062443815
Station_10,04-04-2024 02:00,0.062443815
Station_10,04-04-2024 03:00,0.062443815
Station_10,04-04-2024 04:00,0.062443815
Station_10,04-04-2024 05:00,0.062443815
Station_10,04-04-2024 06:00,0.062443815
Station_10,04-04-2024 07:00,0.062443815
Station_10,04-04-2024 08:00,0.062443815
Station_10,04-04-2024 09:00,0.062443815
Station_10,04-04-2024 10:00,0.062443815
Station_10,04-04-2024 11:00,0.062443815
Station_10,04-04-2024 12:00,0.062443815
Station_10,04-04-2024 13:00,0.062443815
Station_10,04-04-2024 14:00,0.062443815
Station_10,04-04-2024 15:00,0.062443815
Station_10,04-04-2024 16:00,0.062443815
Station_10,04-04-2024 17:00,0.062443815
Station_10,04-04-2024 18:00,0.062443815
Station_10,04-04-2024 19:00,0.062443815
Station_10,04-04-2024 20:00,0.062443815
Station_10,04-04-2024 21:00,0.062443815
Station_10,04-04-2024 22:00,0.062443815
Station_10,04-04-2024 23:00,0.062443815
Station_10,05-04-2024 00:00,0.062443815
Station_10,05-04-2024 01:00,0.062443815
Station_10,05-04-2024 02:00,0.062443815
Station_10,05-04-2024 03:00,0.062443815
Station_10,05-04-2024 04:00,0.062443815
Station_10,05-04-2024 05:00,0.062443815
Station_10,05-04-2024 06:00,0.062443815
Station_10,05-04-2024 07:00,0.062443815
Station_10,05-04-2024 08:00,0.062443815
Station_10,05-04-2024 09:00,0.062443815
Station_10,05-04-2024 10:00,0.062443815
Station_10,05-04-2024 11:00,0.062443815
Station_10,05-04-2024 12:00,0.062443815
Station_10,05-04-2024 13:00,0.062443815
Station_10,05-04-2024 14:00,0.062443815
Station_10,05-04-2024 15:00,0.062443815
Station_10,05-04-2024 16:00,0.062443815
Station_10,05-04-2024 17:00,0.062443815
Station_10,05-04-2024 18:00,0.062443815
Station_10,05-04-2024 19:00,0.062443815
Station_10,05-04-2024 20:00,0.062443815
Station_10,05-04-2024 21:00,0.062443815
Station_10,05-04-2024 22:00,0.062443815
Station_10,05-04-2024 23:00,0.062443815
Station_10,06-04-2024 00:00,0.062443815
Station_10,06-04-2024 01:00,0.062443815
Station_10,06-04-2024 02:00,0.062443815
Station_10,06-04-2024 03:00,0.062443815
Station_10,06-04-2024 04:00,0.062443815
Station_10,06-04-2024 05:00,0.062443815
Station_10,06-04-2024 06:00,0.062443815
Station_10,06-04-2024 07:00,0.062443815
Station_10,06-04-2024 08:00,0.062443815
Station_10,06-04-2024 09:00,0.062443815
Station_10,06-04-2024 10:00,0.062443815
Station_10,06-04-2024 11:00,0.062443815
Station_10,06-04-2024 12:00,0.062443815
Station_10,06-04-2024 13:00,0.062443815
Station_10,06-04-2024 14:00,0.062443815
Station_10,06-04-2024 15:00,0.062443815
Station_10,06-04-2024 16:00,0.062443815
Station_10,06-04-2024 17:00,0.062443815
Station_10,06-04-2024 18:00,0.062443815
Station_10,06-04-2024 19:00,0.062443815
Station_10,06-04-2024 20:00,0.062443815
Station_10,06-04-2024 21:00,0.062443815
Station_10,06-04-2024 22:00,0.062443815
Station_10,06-04-2024 23:00,0.062443815
Station_10,07-04-2024 00:00,0.062443815
Station_10,07-04-2024 01:00,0.062443815
Station_10,07-04-2024 02:00,0.062443815
Station_10,07-04-2024 03:00,0.062443815
Station_10,07-04-2024 04:00,0.062443815
Station_10,07-04-2024 05:00,0.062443815
Station_10,07-04-2024 06:00,0.062443815
Station_10,07-04-2024 07:00,0.062443815
Station_10,07-04-2024 08:00,0.062443815
Station_10,07-04-2024 09:00,0.062443815
Station_10,07-04-2024 10:00,0.062443815
Station_10,07-04-2024 11:00,0.062443815
Station_10,07-04-2024 12:00,0.062443815
Station_10,07-04-2024 13:00,0.062443815
Station_10,07-04-2024 14:00,0.062443815
Station_10,07-04-2024 15:00,0.062443815
Station_10,07-04-2024 16:00,0.062443815
Station_10,07-04-2024 17:00,0.062443815
Station_10,07-04-2024 18:00,0.062443815
Station_10,07-04-2024 19:00,0.062443815
Station_10,07-04-2024 20:00,0.062443815
Station_10,07-04-2024 21:00,0.062443815
Station_10,07-04-2024 22:00,0.062443815
Station_10,07-04-2024 23:00,0.062443815
Station_10,08-04-2024 00:00,0.062443815
Station_10,08-04-2024 01:00,0.062443815
Station_10,08-04-2024 02:00,0.062443815
Station_10,08-04-2024 03:00,0.062443815
Station_10,08-04-2024 04:00,0.062443815
Station_10,08-04-2024 05:00,0.062443815
Station_10,08-04-2024 06:00,0.062443815
Station_10,08-04-2024 07:00,0.062443815
Station_10,08-04-2024 08:00,0.062443815
Station_10,08-04-2024 09:00,0.062443815
Station_10,08-04-2024 10:00,0.062443815
Station_10,08-04-2024 11:00,0.062443815
Station_10,08-04-2024 12:00,0.062443815
Station_10,08-04-2024 13:00,0.062443815
Station_10,08-04-2024 14:00,0.062443815
Station_10,08-04-2024 15:00,0.062443815
Station_10,08-04-2024 16:00,0.062443815
Station_10,08-04-2024 17:00,0.062443815
Station_10,08-04-2024 18:00,0.062443815
Station_10,08-04-2024 19:00,0.062443815
Station_10,08-04-2024 20:00,0.062443815
Station_10,08-04-2024 21:00,0.062443815
Station_10,08-04-2024 22:00,0.062443815
Station_10,08-04-2024 23:00,0.062443815
Station_10,09-04-2024 00:00,0.062443815
Station_10,09-04-2024 01:00,0.062443815
Station_10,09-04-2024 02:00,0.062443815
Station_10,09-04-2024 03:00,0.062443815
Station_10,09-04-2024 04:00,0.062443815
Station_10,09-04-2024 05:00,0.062443815
Station_10,09-04-2024 06:00,0.062443815
Station_10,09-04-2024 07:00,0.062443815
Station_10,09-04-2024 08:00,0.062443815
Station_10,09-04-2024 09:00,0.062443815
Station_10,09-04-2024 10:00,0.062443815
Station_10,09-04-2024 11:00,0.062443815
Station_10,09-04-2024 12:00,0.062443815
Station_10,09-04-2024 13:00,0.062443815
Station_10,09-04-2024 14:00,0.062443815
Station_10,09-04-2024 15:00,0.062443815
Station_10,09-04-2024 16:00,0.062443815
Station_10,09-04-2024 17:00,0.062443815
Station_10,09-04-2024 18:00,0.062443815
Station_10,09-04-2024 19:00,0.062443815
Station_10,09-04-2024 20:00,0.062443815
Station_10,09-04-2024 21:00,0.062443815
Station_10,09-04-2024 22:00,0.062443815
Station_10,09-04-2024 23:00,0.062443815
Station_10,10-04-2024 00:00,0.062443815
Station_10,10-04-2024 01:00,0.062443815
Station_10,10-04-2024 02:00,0.062443815
Station_10,10-04-2024 03:00,0.062443815
Station_10,10-04-2024 04:00,0.062443815
Station_10,10-04-2024 05:00,0.062443815
Station_10,10-04-2024 06:00,0.062443815
Station_10,10-04-2024 07:00,0.062443815
Station_10,10-04-2024 08:00,0.062443815
Station_10,10-04-2024 09:00,0.062443815
Station_10,10-04-2024 10:00,0.062443815
Station_10,10-04-2024 11:00,0.062443815
Station_10,10-04-2024 12:00,0.062443815
Station_10,10-04-2024 13:00,0.062443815
Station_10,10-04-2024 14:00,0.062443815
Station_10,10-04-2024 15:00,0.062443815
Station_10,10-04-2024 16:00,0.062443815
Station_10,10-04-2024 17:00,0.062443815
Station_10,10-04-2024 18:00,0.062443815
Station_10,10-04-2024 19:00,0.062443815
Station_10,10-04-2024 20:00,0.062443815
Station_10,10-04-2024 21:00,0.062443815
Station_10,10-04-2024 22:00,0.062443815
Station_10,10-04-2024 23:00,0.062443815
Station_10,11-04-2024 00:00,0.062443815
Station_10,11-04-2024 01:00,0.062443815
Station_10,11-04-2024 02:00,0.062443815
Station_10,11-04-2024 03:00,0.062443815
Station_10,11-04-2024 04:00,0.062443815
Station_10,11-04-2024 05:00,0.062443815
Station_10,11-04-2024 06:00,0.062443815
Station_10,11-04-2024 07:00,0.062443815
Station_10,11-04-2024 08:00,0.062443815
Station_10,11-04-2024 09:00,0.062443815
Station_10,11-04-2024 10:00,0.062443815
Station_10,11-04-2024 11:00,0.062443815
Station_10,11-04-2024 12:00,0.062443815
Station_10,11-04-2024 13:00,0.062443815
Station_10,11-04-2024 14:00,0.062443815
Station_10,11-04-2024 15:00,0.062443815
Station_10,11-04-2024 16:00,0.062443815
Station_10,11-04-2024 17:00,0.062443815
Station_10,11-04-2024 18:00,0.062443815
Station_10,11-04-2024 19:00,0.062443815
Station_10,11-04-2024 20:00,0.062443815
Station_10,11-04-2024 21:00,0.062443815
Station_10,11-04-2024 22:00,0.062443815
Station_10,11-04-2024 23:00,0.062443815
Station_10,12-04-2024 00:00,0.062443815
Station_10,12-04-2024 01:00,0.062443815
Station_10,12-04-2024 02:00,0.062443815
Station_10,12-04-2024 03:00,0.062443815
Station_10,12-04-2024 04:00,0.062443815
Station_10,12-04-2024 05:00,0.062443815
Station_10,12-04-2024 06:00,0.062443815
Station_10,12-04-2024 07:00,0.062443815
Station_10,12-04-2024 08:00,0.062443815
Station_10,12-04-2024 09:00,0.062443815
Station_10,12-04-2024 10:00,0.062443815
Station_10,12-04-2024 11:00,0.062443815
Station_10,12-04-2024 12:00,0.062443815
Station_10,12-04-2024 13:00,0.062443815
Station_10,12-04-2024 14:00,0.062443815
Station_10,12-04-2024 15:00,0.062443815
Station_10,12-04-2024 16:00,0.062443815
Station_10,12-04-2024 17:00,0.062443815
Station_10,12-04-2024 18:00,0.062443815
Station_10,12-04-2024 19:00,0.062443815
Station_10,12-04-2024 20:00,0.062443815
Station_10,12-04-2024 21:00,0.062443815
Station_10,12-04-2024 22:00,0.062443815
Station_10,12-04-2024 23:00,0.062443815
Station_10,13-04-2024 00:00,0.062443815
Station_10,13-04-2024 01:00,0.062443815
Station_10,13-04-2024 02:00,0.062443815
Station_10,13-04-2024 03:00,0.062443815
Station_10,13-04-2024 04:00,0.062443815
Station_10,13-04-2024 05:00,0.062443815
Station_10,13-04-2024 06:00,0.062443815
Station_10,13-04-2024 07:00,0.062443815
Station_10,13-04-2024 08:00,0.062443815
Station_10,13-04-2024 09:00,0.062443815
Station_10,13-04-2024 10:00,0.062443815
Station_10,13-04-2024 11:00,0.062443815
Station_10,13-04-2024 12:00,0.062443815
Station_10,13-04-2024 13:00,0.062443815
Station_10,13-04-2024 14:00,0.062443815
Station_10,13-04-2024 15:00,0.062443815
Station_10,13-04-2024 16:00,0.062443815
Station_10,13-04-2024 17:00,0.062443815
Station_10,13-04-2024 18:00,0.062443815
Station_10,13-04-2024 19:00,0.062443815
Station_10,13-04-2024 20:00,0.062443815
Station_10,13-04-2024 21:00,0.062443815
Station_10,13-04-2024 22:00,0.062443815
Station_10,13-04-2024 23:00,0.062443815
Station_10,14-04-2024 00:00,0.062443815
Station_10,14-04-2024 01:00,0.062443815
Station_10,14-04-2024 02:00,0.062443815
Station_10,14-04-2024 03:00,0.062443815
Station_10,14-04-2024 04:00,0.062443815
Station_10,14-04-2024 05:00,0.062443815
Station_10,14-04-2024 06:00,0.062443815
Station_10,14-04-2024 07:00,0.062443815
Station_10,14-04-2024 08:00,0.062443815
Station_10,14-04-2024 09:00,0.062443815
Station_10,14-04-2024 10:00,0.062443815
Station_10,14-04-2024 11:00,0.062443815
Station_10,14-04-2024 12:00,0.062443815
Station_10,14-04-2024 13:00,0.062443815
Station_10,14-04-2024 14:00,0.062443815
Station_10,14-04-2024 15:00,0.062443815
Station_10,14-04-2024 16:00,0.062443815
Station_10,14-04-2024 17:00,0.062443815
Station_10,14-04-2024 18:00,0.062443815
Station_10,14-04-2024 19:00,0.062443815
Station_10,14-04-2024 20:00,0.062443815
Station_10,14-04-2024 21:00,0.062443815
Station_10,14-04-2024 22:00,0.062443815
Station_10,14-04-2024 23:00,0.062443815
Station_10,15-04-2024 00:00,0.062443815
Station_10,15-04-2024 01:00,0.062443815
Station_10,15-04-2024 02:00,0.062443815
Station_10,15-04-2024 03:00,0.062443815
Station_10,15-04-2024 04:00,0.062443815
Station_10,15-04-2024 05:00,0.062443815
Station_10,15-04-2024 06:00,0.062443815
Station_10,15-04-2024 07:00,0.062443815
Station_10,15-04-2024 08:00,0.062443815
Station_10,15-04-2024 09:00,0.062443815
Station_10,15-04-2024 10:00,0.062443815
Station_10,15-04-2024 11:00,0.062443815
Station_10,15-04-2024 12:00,0.062443815
Station_10,15-04-2024 13:00,0.062443815
Station_10,15-04-2024 14:00,0.062443815
Station_10,15-04-2024 15:00,0.062443815
Station_10,15-04-2024 16:00,0.062443815
Station_10,15-04-2024 17:00,0.062443815
Station_10,15-04-2024 18:00,0.062443815
Station_10,15-04-2024 19:00,0.062443815
Station_10,15-04-2024 20:00,0.062443815
Station_10,15-04-2024 21:00,0.062443815
Station_10,15-04-2024 22:00,0.062443815
Station_10,15-04-2024 23:00,0.062443815
Station_10,16-04-2024 00:00,0.062443815
Station_10,16-04-2024 01:00,0.062443815
Station_10,16-04-2024 02:00,0.062443815
Station_10,16-04-2024 03:00,0.062443815
Station_10,16-04-2024 04:00,0.062443815
Station_10,16-04-2024 05:00,0.062443815
Station_10,16-04-2024 06:00,0.062443815
Station_10,16-04-2024 07:00,0.062443815
Station_10,16-04-2024 08:00,0.062443815
Station_10,16-04-2024 09:00,0.062443815
Station_10,16-04-2024 10:00,0.062443815
Station_10,16-04-2024 11:00,0.062443815
Station_10,16-04-2024 12:00,0.062443815
Station_10,16-04-2024 13:00,0.062443815
Station_10,16-04-2024 14:00,0.062443815
Station_10,16-04-2024 15:00,0.062443815
Station_10,16-04-2024 16:00,0.062443815
Station_10,16-04-2024 17:00,0.062443815
Station_10,16-04-2024 18:00,0.062443815
Station_10,16-04-2024 19:00,0.062443815
Station_10,16-04-2024 20:00,0.062443815
Station_10,16-04-2024 21:00,0.062443815
Station_10,16-04-2024 22:00,0.062443815
Station_10,16-04-2024 23:00,0.062443815
Station_10,17-04-2024 00:00,0.062443815
Station_10,17-04-2024 01:00,0.062443815
Station_10,17-04-2024 02:00,0.062443815
Station_10,17-04-2024 03:00,0.062443815
Station_10,17-04-2024 04:00,0.062443815
Station_10,17-04-2024 05:00,0.062443815
Station_10,17-04-2024 06:00,0.062443815
Station_10,17-04-2024 07:00,0.062443815
Station_10,17-04-2024 08:00,0.062443815
Station_10,17-04-2024 09:00,0.062443815
Station_10,17-04-2024 10:00,0.062443815
Station_10,17-04-2024 11:00,0.062443815
Station_10,17-04-2024 12:00,0.062443815
Station_10,17-04-2024 13:00,0.062443815
Station_10,17-04-2024 14:00,0.062443815
Station_10,17-04-2024 15:00,0.062443815
Station_10,17-04-2024 16:00,0.062443815
Station_10,17-04-2024 17:00,0.062443815
Station_10,17-04-2024 18:00,0.062443815
Station_10,17-04-2024 19:00,0.062443815
Station_10,17-04-2024 20:00,0.062443815
Station_10,17-04-2024 21:00,0.062443815
Station_10,17-04-2024 22:00,0.062443815
Station_10,17-04-2024 23:00,0.062443815
Station_10,18-04-2024 00:00,0.062443815
Station_10,18-04-2024 01:00,0.062443815
Station_10,18-04-2024 02:00,0.062443815
Station_10,18-04-2024 03:00,0.062443815
Station_10,18-04-2024 04:00,0.062443815
Station_10,18-04-2024 05:00,0.062443815
Station_10,18-04-2024 06:00,0.062443815
Station_10,18-04-2024 07:00,0.062443815
Station_10,18-04-2024 08:00,0.062443815
Station_10,18-04-2024 09:00,0.062443815
Station_10,18-04-2024 10:00,0.062443815
Station_10,18-04-2024 11:00,0.062443815
Station_10,18-04-2024 12:00,0.062443815
Station_10,18-04-2024 13:00,0.062443815
Station_10,18-04-2024 14:00,0.062443815
Station_10,18-04-2024 15:00,0.062443815
Station_10,18-04-2024 16:00,0.062443815
Station_10,18-04-2024 17:00,0.062443815
Station_10,18-04-2024 18:00,0.062443815
Station_10,18-04-2024 19:00,0.062443815
Station_10,18-04-2024 20:00,0.062443815
Station_10,18-04-2024 21:00,0.062443815
Station_10,18-04-2024 22:00,0.062443815
Station_10,18-04-2024 23:00,0.062443815
Station_10,19-04-2024 00:00,0.062443815
Station_10,19-04-2024 01:00,0.062443815
Station_10,19-04-2024 02:00,0.062443815
Station_10,19-04-2024 03:00,0.062443815
Station_10,19-04-2024 04:00,0.062443815
Station_10,19-04-2024 05:00,0.062443815
Station_10,19-04-2024 06:00,0.062443815
Station_10,19-04-2024 07:00,0.062443815
Station_10,19-04-2024 08:00,0.062443815
Station_10,19-04-2024 09:00,0.062443815
Station_10,19-04-2024 10:00,0.062443815
Station_10,19-04-2024 11:00,0.062443815
Station_10,19-04-2024 12:00,0.062443815
Station_10,19-04-2024 13:00,0.062443815
Station_10,19-04-2024 14:00,0.062443815
Station_10,19-04-2024 15:00,0.062443815
Station_10,19-04-2024 16:00,0.062443815
Station_10,19-04-2024 17:00,0.062443815
Station_10,19-04-2024 18:00,0.062443815
Station_10,19-04-2024 19:00,0.062443815
Station_10,19-04-2024 20:00,0.062443815
Station_10,19-04-2024 21:00,0.062443815
Station_10,19-04-2024 22:00,0.062443815
Station_10,19-04-2024 23:00,0.062443815
Station_10,20-04-2024 00:00,0.062443815
Station_10,20-04-2024 01:00,0.062443815
Station_10,20-04-2024 02:00,0.062443815
Station_10,20-04-2024 03:00,0.062443815
Station_10,20-04-2024 04:00,0.062443815
Station_10,20-04-2024 05:00,0.062443815
Station_10,20-04-2024 06:00,0.062443815
Station_10,20-04-2024 07:00,0.062443815
Station_10,20-04-2024 08:00,0.062443815
Station_10,20-04-2024 09:00,0.062443815
Station_10,20-04-2024 10:00,0.062443815
Station_10,20-04-2024 11:00,0.062443815
Station_10,20-04-2024 12:00,0.062443815
Station_10,20-04-2024 13:00,0.062443815
Station_10,20-04-2024 14:00,0.062443815
Station_10,20-04-2024 15:00,0.062443815
Station_10,20-04-2024 16:00,0.062443815
Station_10,20-04-2024 17:00,0.062443815
Station_10,20-04-2024 18:00,0.062443815
Station_10,20-04-2024 19:00,0.062443815
Station_10,20-04-2024 20:00,0.062443815
Station_10,20-04-2024 21:00,0.062443815
Station_10,20-04-2024 22:00,0.062443815
Station_10,20-04-2024 23:00,0.062443815
Station_10,21-04-2024 00:00,0.062443815
Station_10,21-04-2024 01:00,0.062443815
Station_10,21-04-2024 02:00,0.062443815
Station_10,21-04-2024 03:00,0.062443815
Station_10,21-04-2024 04:00,0.062443815
Station_10,21-04-2024 05:00,0.062443815
Station_10,21-04-2024 06:00,0.062443815
Station_10,21-04-2024 07:00,0.062443815
Station_10,21-04-2024 08:00,0.062443815
Station_10,21-04-2024 09:00,0.062443815
Station_10,21-04-2024 10:00,0.062443815
Station_10,21-04-2024 11:00,0.062443815
Station_10,21-04-2024 12:00,0.062443815
Station_10,21-04-2024 13:00,0.062443815
Station_10,21-04-2024 14:00,0.062443815
Station_10,21-04-2024 15:00,0.062443815
Station_10,21-04-2024 16:00,0.062443815
Station_10,21-04-2024 17:00,0.062443815
Station_10,21-04-2024 18:00,0.062443815
Station_10,21-04-2024 19:00,0.062443815
Station_10,21-04-2024 20:00,0.062443815
Station_10,21-04-2024 21:00,0.062443815
Station_10,21-04-2024 22:00,0.062443815
Station_10,21-04-2024 23:00,0.062443815
Station_10,22-04-2024 00:00,0.062443815
Station_10,22-04-2024 01:00,0.062443815
Station_10,22-04-2024 02:00,0.062443815
Station_10,22-04-2024 03:00,0.062443815
Station_10,22-04-2024 04:00,0.062443815
Station_10,22-04-2024 05:00,0.062443815
Station_10,22-04-2024 06:00,0.062443815
Station_10,22-04-2024 07:00,0.062443815
Station_10,22-04-2024 08:00,0.062443815
Station_10,22-04-2024 09:00,0.062443815
Station_10,22-04-2024 10:00,0.062443815
Station_10,22-04-2024 11:00,0.062443815
Station_10,22-04-2024 12:00,0.062443815
Station_10,22-04-2024 13:00,0.062443815
Station_10,22-04-2024 14:00,0.062443815
Station_10,22-04-2024 15:00,0.062443815
Station_10,22-04-2024 16:00,0.062443815
Station_10,22-04-2024 17:00,0.062443815
Station_10,22-04-2024 18:00,0.062443815
Station_10,22-04-2024 19:00,0.062443815
Station_10,22-04-2024 20:00,0.062443815
Station_10,22-04-2024 21:00,0.062443815
Station_10,22-04-2024 22:00,0.062443815
Station_10,22-04-2024 23:00,0.062443815
Station_10,23-04-2024 00:00,0.062443815
Station_10,23-04-2024 01:00,0.062443815
Station_10,23-04-2024 02:00,0.062443815
Station_10,23-04-2024 03:00,0.062443815
Station_10,23-04-2024 04:00,0.062443815
Station_10,23-04-2024 05:00,0.062443815
Station_10,23-04-2024 06:00,0.062443815
Station_10,23-04-2024 07:00,0.062443815
Station_10,23-04-2024 08:00,0.062443815
Station_10,23-04-2024 09:00,0.062443815
Station_10,23-04-2024 10:00,0.062443815
Station_10,23-04-2024 11:00,0.062443815
Station_10,23-04-2024 12:00,0.062443815
Station_10,23-04-2024 13:00,0.062443815
Station_10,23-04-2024 14:00,0.062443815
Station_10,23-04-2024 15:00,0.062443815
Station_10,23-04-2024 16:00,0.062443815
Station_10,23-04-2024 17:00,0.062443815
Station_10,23-04-2024 18:00,0.062443815
Station_10,23-04-2024 19:00,0.062443815
Station_10,23-04-2024 20:00,0.062443815
Station_10,23-04-2024 21:00,0.062443815
Station_10,23-04-2024 22:00,0.062443815
Station_10,23-04-2024 23:00,0.062443815
Station_10,24-04-2024 00:00,0.062443815
Station_10,24-04-2024 01:00,0.062443815
Station_10,24-04-2024 02:00,0.062443815
Station_10,24-04-2024 03:00,0.062443815
Station_10,24-04-2024 04:00,0.062443815
Station_10,24-04-2024 05:00,0.062443815
Station_10,24-04-2024 06:00,0.062443815
Station_10,24-04-2024 07:00,0.062443815
Station_10,24-04-2024 08:00,0.062443815
Station_10,24-04-2024 09:00,0.062443815
Station_10,24-04-2024 10:00,0.062443815
Station_10,24-04-2024 11:00,0.062443815
Station_10,24-04-2024 12:00,0.062443815
Station_10,24-04-2024 13:00,0.062443815
Station_10,24-04-2024 14:00,0.062443815
Station_10,24-04-2024 15:00,0.062443815
Station_10,24-04-2024 16:00,0.062443815
Station_10,24-04-2024 17:00,0.062443815
Station_10,24-04-2024 18:00,0.062443815
Station_10,24-04-2024 19:00,0.062443815
Station_10,24-04-2024 20:00,0.062443815
Station_10,24-04-2024 21:00,0.062443815
Station_10,24-04-2024 22:00,0.062443815
Station_10,24-04-2024 23:00,0.062443815
Station_10,25-04-2024 00:00,0.062443815
Station_10,25-04-2024 01:00,0.062443815
Station_10,25-04-2024 02:00,0.062443815
Station_10,25-04-2024 03:00,0.062443815
Station_10,25-04-2024 04:00,0.062443815
Station_10,25-04-2024 05:00,0.062443815
Station_10,25-04-2024 06:00,0.062443815
Station_10,25-04-2024 07:00,0.062443815
Station_10,25-04-2024 08:00,0.062443815
Station_10,25-04-2024 09:00,0.062443815
Station_10,25-04-2024 10:00,0.062443815
Station_10,25-04-2024 11:00,0.062443815
Station_10,25-04-2024 12:00,0.062443815
Station_10,25-04-2024 13:00,0.062443815
Station_10,25-04-2024 14:00,0.062443815
Station_10,25-04-2024 15:00,0.062443815
Station_10,25-04-2024 16:00,0.062443815
Station_10,25-04-2024 17:00,0.062443815
Station_10,25-04-2024 18:00,0.062443815
Station_10,25-04-2024 19:00,0.062443815
Station_10,25-04-2024 20:00,0.062443815
Station_10,25-04-2024 21:00,0.062443815
Station_10,25-04-2024 22:00,0.062443815
Station_10,25-04-2024 23:00,0.062443815
Station_10,26-04-2024 00:00,0.062443815
Station_10,26-04-2024 01:00,0.062443815
Station_10,26-04-2024 02:00,0.062443815
Station_10,26-04-2024 03:00,0.062443815
Station_10,26-04-2024 04:00,0.062443815
Station_10,26-04-2024 05:00,0.062443815
Station_10,26-04-2024 06:00,0.062443815
Station_10,26-04-2024 07:00,0.062443815
Station_10,26-04-2024 08:00,0.062443815
Station_10,26-04-2024 09:00,0.062443815
Station_10,26-04-2024 10:00,0.062443815
Station_10,26-04-2024 11:00,0.062443815
Station_10,26-04-2024 12:00,0.062443815
Station_10,26-04-2024 13:00,0.062443815
Station_10,26-04-2024 14:00,0.062443815
Station_10,26-04-2024 15:00,0.062443815
Station_10,26-04-2024 16:00,0.062443815
Station_10,26-04-2024 17:00,0.062443815
Station_10,26-04-2024 18:00,0.062443815
Station_10,26-04-2024 19:00,0.062443815
Station_10,26-04-2024 20:00,0.062443815
Station_10,26-04-2024 21:00,0.062443815
Station_10,26-04-2024 22:00,0.062443815
Station_10,26-04-2024 23:00,0.062443815
Station_10,27-04-2024 00:00,0.062443815
Station_10,27-04-2024 01:00,0.062443815
Station_10,27-04-2024 02:00,0.062443815
Station_10,27-04-2024 03:00,0.062443815
Station_10,27-04-2024 04:00,0.062443815
Station_10,27-04-2024 05:00,0.062443815
Station_10,27-04-2024 06:00,0.062443815
Station_10,27-04-2024 07:00,0.062443815
Station_10,27-04-2024 08:00,0.062443815
Station_10,27-04-2024 09:00,0.062443815
Station_10,27-04-2024 10:00,0.062443815
Station_10,27-04-2024 11:00,0.062443815
Station_10,27-04-2024 12:00,0.062443815
Station_10,27-04-2024 13:00,0.062443815
Station_10,27-04-2024 14:00,0.062443815
Station_10,27-04-2024 15:00,0.062443815
Station_10,27-04-2024 16:00,0.062443815
Station_10,27-04-2024 17:00,0.062443815
Station_10,27-04-2024 18:00,0.062443815
Station_10,27-04-2024 19:00,0.062443815
Station_10,27-04-2024 20:00,0.062443815
Station_10,27-04-2024 21:00,0.062443815
Station_10,27-04-2024 22:00,0.062443815
